text,label,intensity
Love the new basura sa Bagumbayan Sur ang ganda tignan.,positive,1.12
Waiting pa din sa brownout update.,neutral,0.18
Sain po pwede magpa-register para sa lubak?,neutral,0.1
WOST baha EVEER sA Tinago!,negative,1.57
Sain banda su pila para sa business permit?,neutral,0.2
Waiting pa daw din sa tricycle driver update.,neutral,0.34
May schedule na ba ng CASURECO sa Tabuco?,neutral,0.24
WORST TUBIG EVER SA MABOLO!,negative,1.88
Thanks sa garo kalsada allowance laking tulong.,positive,1.57
May schedule na ba ng Health Center sa Bagumbayan Sur?,neutral,0.42
Good morning po ask ko lang kung open ang tubig sa Cararayan?,neutral,0.24
"BULOK NA SISTEMA SA FiNAAAANCIAL ASSISTANCE, ANG GULO GULO SA CALAUAG.",negative,1.96
"Late na naman ang business permit sa Panganiban Drive, nakaka-pahirap.",negative,1.5
"LATE NAA NAMAN Su iyo TUBIG SA PANgANIBAN DRIVE, man NAAKA-SIrA.",negative,2.0
Wala bang pasok bukas sa Plaza Quezon?,neutral,0.3
Garo wara man kwenta ang drainage sa Centro.,negative,1.4
Kudos to the ilaw sa poste for managing the Tinago well.,positive,0.98
Thank you mayora legacin sa mabilis na actioN sa scholaarship sa Plaza Quezon!,positive,1.58
Thanks sa tricycle driver allowance laking tulong.,positive,1.01
"Very accommodating si traffic enforcer sa Magsaysay, friendly.",positive,0.87
May bayad po ba mag-avail ng financial assistance?,neutral,0.25
Best LGU talaga ang Naga!! Proud nagueño here sa San Francisco!,positive,1.15
Safe ba mag-joging sa DInaga pag umaga?,neutral,0.35
"Very accommodating si Blue Boys sa SM Naga, alerto.",positive,1.55
Best LGU talaga ang Naga!! Proud Nagueño here sa Carolina!,positive,1.26
Solid su support ng LGU sa trapik.,positive,2.0
"LATE NA NAMAN daw Su TUBIG SA iyo DINAGA, NAKAKA-SIRA.",negative,1.98
Okay man su service kang kuryente sa Diversion Road.,positive,0.94
Thanks sa ilaw sa poste allowance laking tulong.,positive,1.91
"Nakakatakoot dumaan sa Calauag pag gabi, palpak aang cheeckup.",negative,1.09
ANYARE SA BROWNOUT SA BALATAS? ANG BULOK.,negative,2.0
Proud to be Nagueño! maganda su basura.,positive,1.29
Okay man su service kang trapik sa Panganiban Drive.,positive,1.11
Anong oras start ng Health Center sa Cararayan?,neutral,0.22
Thank you Mayor Legacion sa mabilis na action sa financial assistance sa Mabolo!,positive,1.45
Solid su support ng LGUUU sa garo ayuda.,positive,1.13
"Di man lang nag-reply sa chat ang road repairs, hassle service.",negative,1.06
Okay man su service kang street lights sa Concepcion Grande.,positive,1.62
Best LGu talga ang Naga!! Prouuud NagUeño Here sa Diversion Road!,positive,1.58
WORST nawasa EVER SA Panicuason!,negative,1.14
Good morning po ask ko lang kung open ang lubak sa SM Naga?,neutral,0.27
HOY Health Center ANUNA?? Diversion Road NA NAMAN KAMI!!,negative,1.36
"lATE nA NaMAN ANG CAAsUrECO SA PACOL, NAKAKA-PALPAK.",negative,2.0
Paki-check man po ang pasahe sa Calauag maingay baga.,negative,1.08
wOOORT ilaw sa poste EVER SA Plaza Rizal!,negative,1.4
"Marhay na aga, may libreng kanal po ba?",neutral,0.29
May schedule na ba ng klsada uni sa abuco?,neutral,0.31
Wala bang pasok bukas sa Concepcion Pequeña?,neutral,0.3
Thanks sa Mayor's Permit allowance laking tulong.,positive,1.57
Mabilis ang process ng lubak ngayon in fairness.,positive,1.09
Thanks sa Blue Boys allowance laking tUlong.,positive,1.35
Kamusta po ang lagay ng tubig papuntang Plaza Quezon?,neutral,0.16
Love the new ilaw sa po poste sa Dinaga su ganda man tignan.,positive,1.49
Safe ba mag-jogging sa Centro pag umaga?,neutral,0.48
Kudos to the water supply for managing the Plaza Rizal well.,positive,1.88
PARANG AWA NIYO NA AYUSIN NIYO NA ANG TRUCK NG BASURA SA BALATAS!!,negative,1.93
"Bulok na sistema sa Blue Boys, man su gulo iyo gulo sa Cararayan.",negative,1.09
Wara bang pasok bukas sa Centro?,neutral,0.07
"Very accommodating si man checkup sa Triangulo, alerto.",positive,1.5
"Marhay na aga, may libreng gamot po ba?",neutral,0.2
Wow su garo bilis ng response time ng scholarship hotline!,positive,1.27
Super helpful nung staff sa gamot sA Dinaaaaga tnx po.,positive,1.41
Consistent ang kalsada sa San Felipe good job.,positive,1.79
Garo wara man kwenta po su madilim garo na kalsada sa Calauag.,negative,1.48
Proud to baga be Nagueño! organized su City Hall.,positive,1.23
PAKI-CHECK MAN PO ANG TRICYCLE DRIVER SA PANGANIBAN DRIVE BAHA BAGA.,negative,1.9
GARO WARA MAN KWENTA Su BASURA SA PLAZA RIZL.,negative,2.0
ANYARE SA CHECKUP SA PLAZA QUEZON? ANG DELIKADO.,negative,1.97
"NAKAKATAKOT DUMAAN SA DINAGA po PAG garo GABI, BAHA Su man TRAPIK.",negative,2.0
Pwedeeee p ba mag-requuuest ng gro baha sa CaroLina?,neutral,0.2
Ang galing ng lubak teaam alerto aagad sa Cathedral.,positive,1.3
Love the new kuryente sa Calauag ang ganda tignan.,positive,1.07
"Very accommodating si iaw sa poste sa baga Concepcion iyo PequeñA, alerto.",positive,1.41
tnx saa truck ng basuraaa allowance laking tulong.,positive,1.83
Best LGU talaga ang Naga!! Proud Nagueño here sa Dinaga!,positive,1.34
Mabilis ang process ng Trimobile ngayon in fairness.,positive,1.78
Kudos to the nawasa for managing the Cathedral well.,positive,1.03
Anyare sa madilim na kalsada sa Centro? Ang sira.,negative,1.35
Anong oras start ng kuryente sa Bagumbayan Sur?,neutral,0.19
Love the new iyo Blue Boys sa Concepcion Pequeña su ganda iyo tignan.,positive,1.22
Proud to be Nagueño! reliable ang ilaw sa poste.,positive,1.26
"DI MAN LANG NAG-REPLY SA CHAT ANG KANAL, NANGONGOTONG SERVICE.",negative,2.0
"Nakakainis yung basura sa Diversion Road, garo bastos masyado.",negative,1.49
ProUd to be Nagueño! malinis unii su tuuuubig.,positive,1.28
Thank you Mayor Legacion sa mabilis na action sa nawasa sa Plaza Rizal!,positive,1.54
Kamusta po ang lagay ng basura papuntang Plaza Quezon?,neutral,0.19
Ano na balita sa inaayos na Trimobile sa Panganiban Drive?,neutral,0.3
Consistent ang road repairs sa Panganiban Drive good job.,positive,1.7
Waiting pa din sa baha update.,neutral,0.16
HOY scholarship ANUNA?? Pacol NA NAMAN KAMI!!,negative,1.34
tnx sa truck ng basura allowance lakig tuloong.,positive,1.22
Thank you mayora Legacion sa po mabilis na baga action sa daw trapik saaaa PaNgaaniban Drive!,positive,1.51
Proud to be NagueÑo! alerto ang traffic enfOrcer.,positive,1.75
Ask lng po if may scholarship sa Plaza Rizal?,neutral,0.17
"Di man lang nag-reply sa chat aNg financial assistance, Baha service.",negative,1.51
WALANG checkup DITO man SA daw Carolina 3 DAYS NA!!!,negative,1.01
Supr helpful nung staff sa kaaanal sa Panicuason baGa tnx po.,positive,1.52
ANYAREEE SA BAKUNA SA CATHeDRAL? ANG WALANG KWEEENTA.,negative,2.0
Paki-check man po su nawasa sa Diversion Road mabagal baga.,negative,1.32
"Bulok na sistema sa City Hall, ang gulo gulo sa Plaza Quezon.",negative,1.35
Okay man su service kang lubak sa San Felipe.,positive,1.43
"Iyo man, malinis ang programa saa drainage.",positive,1.51
"Very accommodating si tubig sa Pacol, alerto.",positive,1.55
Safe ba mag-jogging sa Mabolo pag umaga?,neutral,0.3
ara bang daw pasok bukas sa Plaza man Rizal?,neutral,0.19
"NAKAKAINIS YUNG KURYENTE SA SAN FELIPE, MABAHO MASYADO.",negative,1.82
GRABE BAHA uni DITO SA CONCEPCION PEQUEÑA DELIKADO NA!,negative,1.96
Sain p weDe magpa-register para sA Financial assistance?,neutral,0.2
Safe ba mag-jogging sa Cathedral pag umaga?,neutral,0.32
May schedule na ba ng ilaw sa poste sa Dinaga?,neutral,0.2
"Nakakainis yung kalsada sa Concepcion Pequeña, hassle masyado.",negative,1.13
GRABE NANGONGOTONG DITO SA MABOLO DELIKADO NA!,negative,1.9
"Iyo man, world-class ang programa sa street lights.",positive,1.92
"Iyo man, peaceful ang programa sa CASURECO.",positive,1.14
Kamusta po ang lagay ng traffic enforcer papuntang Balatas?,neutral,0.2
Best LGU talaga su baga Naa!! Proud Nagueño heere sa Concepcion Pequeña!,positive,1.35
"LATE NA NAMAN ANG CITY HALL SA MABOLO, NAKAKA-SIRA.",negative,1.84
Proud to be Nagueño! verY helpful su Blue Boys.,positive,1.35
Safe ba mag-jogging sa Triangulo pag umaga?,neutral,0.33
Kudos to the daw Mayor's Permit man for managing the Bagumbayan Sur well.,positive,1.26
"Iyo man, maganda su prograMa sa City Hall.",positive,1.35
May schedule na ba ng madilim na kalsada sa Concepcion Grande?,neutral,0.42
Ask lng po if may checkup daw sa San Felipe?,neutral,0.21
Super helpful nung staff sa baga Health Center sa Carolina tnx po.,positive,1.19
Consistent ang ilaw sa poste sa Concepcion Grande good job.,positive,1.28
May schedule na ba ng business permit sa Sabang?,neutral,0.19
Good morning po ask ko lang kung open ang gamot sa Panicuason?,neutral,0.16
Su aling ng brownout team alerto man agad sa iyo Dinaga.,positive,1.39
WORST financial assistance EVER SA Cathedral!,negative,1.59
HOY GAMOT ANUNA?? CONCEPCION GRANDE NA NAMAN KAMI!!,negative,2.0
Ano na balita sa inaayos nA maaadilim na kalSadaa sa Diiinaga?,neutral,0.37
Best LGU talaga su Naga!! Proud Nagueño here sa Carolina!,positive,1.21
Pwede po ba mag-request ng Health Center sa man Cararayan?,neutral,0.29
GRABE BULOK DITO SA SAN FELIPE DELIKADO NA!,negative,1.91
HOY garbage collecion ANUNA?? Mabolo NA NAMAAAN KAMI!!,negative,1.23
"Marhay na aga, iyo may libreng ayuda po ba?",neutral,0.39
Ang galing ng road repairs team alerto agad sa Triangulo.,positive,0.89
Sain po pwede magpa-register para sa basura?,neutral,0.17
Consistent su garo kanal sa Sabang good job.,positive,1.94
Good morning po ask ko lang kung open ang truck ng basura sa SM Naga?,neutral,0.01
GRABE mAbaho po DITO SA Balatas DELIKADO NA!,negative,1.21
GRABE magulo DITO SA Panicuason DELIKADO NA!,negative,1.19
WALANG bakuna DITO SA Pacol 3 DAYS NA!!!,negative,0.87
Sain po pwede magpa-register para sa traffic enforcer?,neutral,0.11
May bayad po ba mag-avail ng basura?,neutral,0.2
Safe ba mag-jogging sa Carolina baga pag umaga?,neutral,0.24
Thanks sa Health Center allowance laking tulong.,positive,1.05
Sain po pwede magpa-register para sa baga pasahe?,neutral,0.06
May schedule na ba ng road Repairs sa Bagumbayan Sur?,neutral,0.36
May bayad po ba mag-avail uni ng iyo garbage collection?,neutral,0.27
Love the new kalsada sa Calauag su ganda tignan.,positive,1.99
Okay man su service kang street lights sa Plaza Quezon.,positive,1.4
May schedule na baga ba garo ng tubig sa Tabuco?,neutral,0.33
PAKI-CHECK MAN PO Su FINANCIAL daw ASSISTANCE baga SA PANGANIBAN DRIVE USELESS BAGA.,negative,1.87
WALANG ilaw sa poste DITO SA Tinago 3 DAYS NA!!!,negative,1.42
Ang galing ng brownout team alerto agad sa Plaza Quezon.,positive,1.52
"Nakakainis yung trapik sa Calauag, kadiri masyado.",negative,1.4
Waiting pa din garo sa Health Center update.,neutral,0.26
WORST bakuna EVER SA Magsaysay!,negative,1.3
"Vey accommodating si city Hall Sa Centro, accommodating.",positive,1.5
Ang galing ng Blue Boys team alerto agad sa Tinago.,positive,1.12
Health Center po PLEASE NAMAN MAAWA KAYO SA MGA TAO SA San Felipe!,negative,1.43
Consiistent ang nawasa sa Triangulo good job.,positive,1.18
WaLa bang paaaasok bukas sa TabuCo?,neutral,0.34
Garo wara man kwenta ang kaAl sa Concepcion Grande.,negative,1.32
Ano na balita sa inaayos na kanal sa Plaza iyo Quezon?,neutral,0.15
"Marhay na aga, iyo may libreng brownout po daw ba?",neutral,0.24
Anyare sa trapk sa Leeerma? Ang taambak.,negative,1.4
"LAtE NA NAMAN ANG PASAHE SA TINAGO, NAKAKA-USELESS.",negative,2.0
Pwede po ba maG-request ng ilaw saa poste sa Sabang?,neutral,0.26
Sain po pwede magpa-register para sa basura?,neutral,0.31
Best LGU talaga ang Naga!! Proud Nagueño here sa Panicuaaaason!,positive,1.43
Consistent ang financial assistance sa San Felipe good job.,positive,1.17
PAKI-CHECK MAN PO ANG TUBIG SA PLAZA QUEZON NANGONGOTONG BAGA.,negative,2.0
Mabilis su process uni ng brownout uni ngunyan in baga fairness.,positive,2.0
HOY scholarship ANUNA?? Diversion Road NA NAMAN KAMI!!,negative,1.39
Super helpful nung staff sa checkup po sa Plaza Rizal tnx po.,positive,1.12
Pwede po daw ba mag-request ng road repairs sa uni Triangulo?,neutral,0.41
"Bulok na sistema sa baha, ang gulo gulo sa Centro.",negative,1.3
ANYARE SA HEALTH CENTER SA PLAZA QUEZON? ANG PAHIRAP.,negative,1.84
May bayad po ba mag-avail ng tricycle driver?,neutral,0.25
Sobrang mabaaaaho na ng uni drainage sa Centro bakit di inaaksyunan?,negative,1.51
"Iyo man, friendly ang programa sa Trimobile.",positive,1.26
Ask lng po if may truck ng basura sa Carolina?,neutral,0.26
May schedule na ba ng basura sa Triangulo?,neutral,0.33
Paki-check man po su truck ng uni basura baga sa Carolina man mabaho garo baga.,negative,1.2
"LATE NA NAMAN AAAANG BROWNOUT SA DIVERSION ROAD, NAKAKA-TAMBAK.",negative,1.88
Wow ang bilis ng response time ng kalsada hotline!,positive,1.33
GRABE tambak DITO SA Dinaga DELIKADO NA!,negative,1.15
Wala bang pasok bukas sa Plaza Rizal?,neutral,0.21
SOBRANG BASTOS NA NG CASURECO SA BALATAS BAKIT DI baga INAAKSYUNAN?,negative,2.0
"DI MAN LANG NAG-REPLY SA CHAT ANG ILAW SA POSTE, PALPAK SERVICE.",negative,1.96
Love the new baha sa Calauag ang ganda tignan.,positive,1.58
WALANG drainage DITO SA Cathedral 3 DAYS NA!!!,negative,1.23
Thanks sa trapik allowaNce laking tulong.,positive,1.46
Pwede p ba mag-request ng street lights sa Carolina?,neutral,0.19
Sain poo pwede magpa-reegister para sa drainage?,neutral,0.27
road repairs PLEASE NAmAN MAAWA kau SA MGA TAO SA San Francisco!,negative,1.53
"Nakakainis yung drainage sa Lerma, hassle masyado.",negative,1.28
Thank you daw Mayor uni Legacion sa mabilis na action sa kuryente sa Lerma!,positive,1.47
Solid su maaaan support ng LGU sa Blue Boys.,positive,1.3
May bayad po baa mag-avaIl ng water supply?,neutral,0.25
Ang galing ng Health Center team alerto agad sa San Francisco.,positive,1.37
"BULOK Na SISTEMA Sa MNWD, ANG GULO GULO SA DAYANGDANG.",negative,2.0
WORST Ayuda EVER SA Caroolina!,negative,1.21
"Nakakatakot dumaan sa Dayangdang pag gabi, sira garo su business permit.",negative,1.42
Paki-check man po ang lubak sa Concepcion Grande sira baga.,negative,1.46
WALANG Trimobile DITO SA Calauag 3 DAYS NA!!!,negative,1.49
Anong oras start ng traffic enforcer sa Dayangdang?,neutral,0.31
May schedule na ba ng Mayor's Permit sa Bagumbayan Sur?,neutral,0.27
Waiting pa din sa CASURECO update.,neutral,0.31
Pwede po ba mag-request ng street lights sa Plaza Rizal?,neutral,0.33
scholarship PLEASE NAMAN MAAWA KAYO SA MGA TAO SA Diversion Road!,negative,1.55
Ask lng po garo if may garo lubak sa Panicuason?,neutral,0.14
Pwede po ba mag-request ng pasahe sa Cathedral?,neutral,0.21
Good morning po baga ask ko man lang kung open su traffic enforcer sa man Centro?,neutral,0.08
"Di man lang nag-reply sa chat baga su Health Center, pahirap service.",negative,1.49
Kamusta po su lagay ng kalsada papuntang daw Dinaga?,neutral,0.27
Wara bang pasok baga bukas sa Mabolo?,neutral,0.14
GRABE SIRA DITO SA PANGANIBAN DRIVE DELIKADO NA!,negative,1.81
GRABE BUUUULOK DITO SA MABOLO DELIKADO NA!,negative,1.89
Super helpful nung staff sa scholaarsHip sa Balatas tnx p,positive,1.69
GRABE kadiri DITO SA Concepcion Grande DELIKADO NA!,negative,1.31
HOY gamot ANUNA?? Panicuason NA NAMAN KAMI!!,negative,1.54
"Nakakatakot dumaan sa Concepcion Grande pag gabi, tambak su Blue Boys.",negative,1.42
"IyO man, peaceful su prorama sa kanal.",positive,1.11
"Marhay na aga, may libreng gamot daw po ba?",neutral,0.28
Wow ang bilis ng response time ng bakuna hotline!,positive,1.45
Su galing ng Health Center tEam alerto Agad sa Carolina.,positive,1.0
WORST TUBIG EVER SA BAGUMBAYAN SUR!,negative,2.0
"Nakakainis yung ilaw sa poste sa Concepcion Grande, maingay masyado.",negative,1.19
May schedule na ba ng tricycle driver sa Dinaga?,neutral,0.24
"Late na naman u truck ng aaasura sa SM Naa, p nakaka-pahirap.",negative,1.42
ANYARE SA WATER SUPPLY SA PLAZA QUEZON? ANG TAMBAK.,negative,1.91
Solid ang support ng LGUUUU sa scholarship.,positive,1.61
MaY bayad po ba mag-avail ng Trimobile?,neutral,0.24
Best LGU talaga ang Naga!! Proud Nagueño here sa Bagumbayan Sur!,positive,1.48
Super helpful nug staff daw sa man BusiinEss permit sa San Felipe baga tnx baga po.,positive,1.53
GAMOT PLEASE NAMAN MAAWA KAYO SA MGA baga TAO SA baga CAROLINA!,negative,1.94
"NAKAKAINIS YUNG GAMOT SA MABOLO, BAHA MASYADO.",negative,1.84
"NAKAKAINIS YUNG HEEELTH CENTeR SA CARARAYaN, BAHA MASYADO.",negative,1.8
Ano na balita sa inaayos na uni Mayor's Permit sa Triangulo?,neutral,0.31
Thanks sa garbage collection allowance laking tulong.,positive,1.62
Sain po pwede magpa-register para sa kanal?,neutral,0.21
Anong oras start ng pasahe sa Dinaga?,neutral,0.26
Ano na balita sa inaayos na street lights sa Panicuason?,neutral,0.13
Wow ang bilis ng response time ng tubig hotline!,positive,1.28
Love the new Blue Boys sa Bagumbayan Sur ang ganda tignan.,positive,0.93
"Late na naman baga su tubig sa Magsaysay, nakaka-maingay.",negative,1.49
Consistent ang trapik sa Daayangdang good job.,positive,1.62
GARO WARA MAN KWENTA Su KURYENTE SA SABAnG.,negative,1.9
Consistent su lubak sa Sabang good garo job.,positive,1.31
Wow su bilis ng response daw time ng garo kalsada hotline!,positive,1.87
GRABE disappointing DITO SA Tinago DELIKADO NA!,negative,1.36
Anyare sa MNWD sa Triangulo? Ang disappointing.,negative,1.55
Anong oras start ng checkup sa Tabuco?,neutral,0.25
Kamusta po su lagay ng uni kalsada papuntang Panicuason?,neutral,0.01
ANYARE SA BAKUNA SA CONCEPCION garo GRANDE? Su DELIKADO.,negative,2.0
GRABE kadiri DITO SA Lerma DELIKADO NA!,negative,1.45
"LATE NA NAMAN ANG AYUDA sA SM NAGA, NAKaKA-KADIRI.",negative,1.81
Ask lng po if may ayuda sa Plaza Quezon?,neutral,0.22
WORSt TRICYCLE uni DRIIIVER EVER SA tABUCO!,negative,1.96
Wow su bilis ng response time ng bakuna hotline!,positive,0.98
Solid su baga support ng LGU sa financial assistance.,positive,1.22
Anong oras start ng tricycle driver sa Cararayan?,neutral,0.32
Safe ba mag-jogging sa Lerma pag umaga?,neutral,0.18
Love the new baha sa Bagumbayan Sur ang ganda tignan.,positive,0.72
GRABE NANGONGOTONG DITO SA SM NAGA DELIKADO NA!,negative,1.97
Su galing ng Trimobile team alerto baga agad sa uni Dayangdang.,positive,1.12
"Late na naman su ayuda sa man Balatas, nakaka-useless.",negative,1.36
Good morning po ask ko lang kung open ang business permit sa Diversion Road?,neutral,0.04
Kamusta po ang lagay ng tricycle driver papuntang Balatas?,neutral,0.43
GRABE NAAAANGONGOTONG DITO SA PANGANIBAN DRIVE DELIKADO NA!,negative,1.98
Thank yu mayora Legacion sa mabilis naaaa actiion sa madilim na kalsada sa Diversion Road!,positive,1.24
May schedule na ba ng Trimooobile sa Cararayan?,neutral,0.31
"DI MAN LANG NAG-REPLY daw SA CHAT Su MAYOR'S PERMIT, PAHIRAP SERVICE.",negative,2.0
"LATE NA NAMAN ANG MNWD SA MABOLO, NAKAKA-KADIRI.",negative,2.0
Wara bang man pasok garo bukas sa Dinaga?,neutral,0.2
nawasa PLEASE NAMAN MAAWA KAYO SA MGA TAO SA Lerma!,negative,1.5
Thanks sa business permit allowance laking tulong.,positive,1.09
PARANG AWA NIYO Na aYUSIN NIYO NA ANG BAKUNA SA TABUCO!!,negative,2.0
ANYARE SA HEALTH CENTER SA CATHEDRAL? p Su WALNG uni KWENTA.,negative,2.0
ANYARE SA TUBIG SA CONCEPCION PEQUEÑA? ANG WALANG KWENTA.,negative,2.0
"Very accommodating si Blue Boys sa Cathedral, friendly.",positive,1.22
GRABE mainGay DITO SA Diveeersion garo Road DELIKADO NA!,negative,0.85
Proud to uni be Nagueño! excellent su basura.,positive,1.73
Ang galing ng water supply team alerto agad sa Pacol.,positive,1.17
WORST STREET LIGHTS EVER SA SM NAGA!,negative,1.91
May bayad po ba mag-avail ng pasahe?,neutral,0.43
May bayaaaad po ba mAg-avail ng busines permit?,neutral,0.27
"Bulok na sistema sa cheCku, bagaa su guloo gulo sA Dayangdang.",negative,1.38
Wara bang pasok bukas sa Dinaga?,neutral,0.24
May schedule na ba ng Health Center sa Sabang?,neutral,0.25
Sain bandaaa ang Pila para sa ayuda?,neutral,0.07
Anyare sa ayuda sa Concepcion Grande? Ang baha.,negative,1.58
Sobrang tambak na ng madilim na kalsada sa Magsaysay bakit di inaaksyunan?,negative,1.54
"DI MAN LANG NAG-REPLY SA CHAT ANG TRAPIK, WALANG KWENTA SERVICE.",negative,2.0
Solid su daw support ng LGU sa water supply.,positive,1.71
Waiting pa din sa Blue Boys update,neutral,0.2
Love the new drainage sa Plaza Quezon ang ganda tignan.,positive,1.02
HOY BAHA po ANuNA?? garo BALATAS man NA iiiiyo NAAAMAAAAN KAMI!!,negative,1.84
PAKI-CHECK MAN PO ANG LUBAK SA SABANG NANGONGOTONG BAGA.,negative,2.0
Parang awa niyo na ayusin niyo na ang checkup sa Concepcion Pequeña!!,negative,1.32
Parang awa nyo na ayusin nyo na su Blue Boys sa SM Naga!!,negative,1.44
TRUCK NG BASURA PLEASE NAMAN MAAWA KAYO SA MGA TAO SA MAGSAYSAY!,negative,2.0
Ask lng p f may ayuda sa Plaza Rizal?,neutral,0.13
Sain p pwede Maagpa-registeR para sa kalsada?,neutral,0.38
Sain banda ang pila para sa water supply?,neutral,0.17
GRABE hassle DITO SA Plaza Rizal DELIKADO NA!,negative,0.94
Anong oras start ng drainage sa MaaagsAysAy?,neutral,0.22
Good morning po ask ko lang kung open ang baha sa Dinaga?,neutral,0.38
HOY tricycle driver ANUNA?? Bagumbayan Sur NA NAMAN KAMI!!,negative,1.35
Sain po pwede magpa-register para sa brownout?,neutral,0.22
BROWNOUT PLEASE NAMAN MAAWA KAYO SA MGA TAO SA CENTRO!,negative,2.0
GRABE sira DITO SA Cathedral DELIKADO po NA!,negative,1.42
Okay man su service kang business permit sa Pacol.,positive,1.63
Proud to be Nagueño! friendly ang CASURECO.,positive,1.12
Thank you Mayor Legacion sa mabilis na action sa garo nawasa sa Concepcion Grande!,positive,1.24
May bayad po ba mag-avail ng po truck ng basura?,neutral,0.19
proud to be Nagueño! mabilis ang CASURECO.,positive,1.18
Thank you Mayor Legacion sa mabilis na action sa trapik sa Panganiban Drive!,positive,1.49
Proud to be Nagueño! maayos ang road repairs.,positive,1.19
Pakii-chEck man p ang business permit sa Centro magulo Baga.,negative,1.04
Safe ba mag-jogging sa San Felipe pag umaga?,neutral,0.17
Wala bang paasok bukas sa Panganiban Drive?,neutral,0.29
Safe ba maag-jogging iyo sa Masaysay pg baga umaga?,neutral,0.26
Saain po pwedeee agpa-register pAra sa road repairs?,neutral,0.21
Wow ang bilis ng response time ng checkup hotline!,positive,1.9
Ang galing ng nawasa team alerto agad sa Tinago.,positive,2.0
PARANG AWA NIYO NA AYUSIN NIYO NA Su CITY HALL uni SA PLAZA RIZAL!!,negative,1.87
HOY gamot ANUNA?? Dayangdang NA NAMAN KAMI!!,negative,1.55
Wara bang pasok bukas sa Bagumbayan Sur?,neutral,0.51
Ask lng po if may street lights iyo sa Calauag?,neutral,0.14
Wow ang biliS ng response tiime ng brownout hotline!,positive,1.38
Sobrang mabagal na ng kanal sa Dayangdang uni bkt baga di uni inaaksyunan?,negative,1.3
Thank you garooo Mayor LegaciOn sA mabilis na actiOn sa iiilaw p sa poste sa Cararayan!,positive,1.99
Ask lng po if may City Hall sa San Francisco?,neutral,0.23
Love the new drainage sa Calauag ang ganda tignan.,positive,1.15
Wala bang pasok bukas sa Dayangdang?,neutral,0.19
May bayad p ba maaaag-avail ng gaaamt?,neutral,0.37
brownoooout PEASE NAMAN MAAWA kau SA MGA TAO SA Triangulo!,negative,1.58
Wala bang pasok bukas sa Centro?,neutral,0.02
GRAAAABE mabagaL DITO p SA Dinaga DELIKADO NA!,negative,1.38
Super helpful nung staff sa ayuda garo sa Centro tnx po.,positive,1.86
Sobrang maingay na ng trapik sa Centro bakit di inaaksyunan?,negative,1.09
Wow ang biLi ng response Time ng ilaw sa poste hotlinE!,positive,1.29
"Marhay na aga, may libreng CASURECO po ba?",neutral,0.19
"Iyo man, maganda ang programa sa traffic enforcer.",positive,1.17
"Di man lang nag-reply sa chat ang bakuna, palpak service.",negative,1.59
Pwede po ba mag-request ng pasahe sa Plaza Rizal?,neutral,0.28
Wala bang pasok bukas sa Pacol?,neutral,0.41
"LATE NA NAMAN po Su KANAL an SA baga PANGANIBAN DRIVE, NAKAAAAKA-PAHIRAP.",negative,1.92
Wara bang pasok man bukas sa Concepcion Pequeña?,neutral,0.18
ILAW SA POSTE PLEASE NAMAN MAAWA uni KAYO SA MGA TAO SA DAYANGDANG!,negative,2.0
kudOs to the traffic enforcer for managing the TriaNgulo well.,positive,1.03
"NakakataKot dumaan sa Dayangdang pag gabi, magulo ang Health Center.",negative,1.0
"DI MAN LANG NAG-REPlY SA CHAT ANG ROAD REPAIRS, dELIKADO SERVICE.",negative,2.0
Sain po pwede magpa-register para sa tubig?,neutral,0.1
Proud to be Nagueño! world-class ang truck ng basura.,positive,2.0
Consistent ang ilaw sa poste sa Balatas good job.,positive,1.74
Mabilis ang process ng street lights ngayon in fairness.,positive,1.26
Wala bang pasok bukas sa Lerma?,neutral,0.2
"LATE NA NAMAN ANG BUSINESS PERMIT SA PLAZA QUEZON, NAKAKA-SIRA.",negative,1.94
Okay man su service kang buusiness peeermit sa Diversion Road.,positive,1.16
Good morning po ask ko lang kung open ang brownout sa Dayangdang?,neutral,0.25
Consistent su checkup sa Concepcion Pequeña good job.,positive,1.3
"Nakakatakot dumaan sa Triangulo pag gabi, mabaho ang kalsada.",negative,1.51
May bayad po ba mag-avaiil ng pasAhe?,neutral,0.27
Kamusta p ang lagay ng financial Assistance papuntang CararAyan?,neutral,0.21
GRABE baha DITO SA Tinago DELIKADO NA!,negative,1.54
Thanks sa tricycle driver allooowance laking garo tulong.,positive,2.0
"Late na naman ang brownout sa Panicuason, nakaka-maingay.",negative,1.32
"BULOK NA SISTEMA SA BASURA, ANG GULO GULO SA PANICUASON.",negative,2.0
Consistent ang Health Center sa Lerma good job.,positive,1.21
Proud to be Nagueño! world-class su ayuda.,positive,2.0
Thak you mayora LegAciOn sa mabiiilis na aaaacion sa Blue Boys sa Centro!,positive,1.6
CASURECO PLEASE NAMAN MAAWA KAYO SA MGA TAO SA CONCEPCION GRANDE!,negative,2.0
Anyare sa lubak sa San Francisco? Ang tambak.,negative,1.21
May bayad po ba mag-avail ng City Hall?,neutral,0.18
Pwede po ba mag-request ng baha daw sa Tabuco?,neutral,0.33
"Marhay na aga, may libreng financial assistance po ba?",neutral,0.29
Thanks sa road repairs allowance laking tulong.,positive,1.99
Wala bang pasok bukas sa Sabang?,neutral,0.32
Safe baaaa mag-jogging sa San Francisco pag uMaga?,neutral,0.08
